action_queue_id,month_id,period_start,period_end,outlet_id,outlet_name,action_type,action_theme,management_signal,recommended_action,revenue_impact_direction,team_impact_direction,execution_priority_score,manager_note,action_priority_rank,execution_priority
MAQ_00642,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.75412986569956,maintain and monitor treatment line performance within current operating rhythm,18,normal
MAQ_00643,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.45765082297796,maintain and monitor treatment line performance within current operating rhythm,19,normal
MAQ_00644,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.62747217264282,maintain and monitor treatment line performance within current operating rhythm,20,normal
MAQ_00645,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,20.157232070588233,therapist performance pattern is stable with manageable coaching need,21,normal
MAQ_00646,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.90012986569956,maintain and monitor treatment line performance within current operating rhythm,22,normal
MAQ_00647,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,19.11712986569956,treatment line can support commercial push without materially raising team strain,23,normal
MAQ_00648,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,19.11262986569956,treatment line can support commercial push without materially raising team strain,24,normal
MAQ_00649,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.68962986569956,treatment line can support commercial push without materially raising team strain,25,normal
MAQ_00650,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.660972172642822,treatment line can support commercial push without materially raising team strain,26,normal
MAQ_00651,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.428629865699563,treatment line can support commercial push without materially raising team strain,27,normal
MAQ_00652,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.11647217264282,treatment line can support commercial push without materially raising team strain,28,normal
MAQ_00653,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.075972172642818,treatment line can support commercial push without materially raising team strain,29,normal
MAQ_00654,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.990472172642818,treatment line can support commercial push without materially raising team strain,30,normal
MAQ_00655,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.585472172642824,treatment line can support commercial push without materially raising team strain,31,normal
MAQ_00656,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.50162986569956,treatment line can support commercial push without materially raising team strain,32,normal
MAQ_00657,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_001,Valletta,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,16.735358534604565,balanced commercial and operational conditions with manageable managerial control needs,33,normal
MAQ_00658,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.694472172642822,treatment line can support commercial push without materially raising team strain,34,normal
MAQ_00659,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.69162986569956,treatment line can support commercial push without materially raising team strain,35,normal
MAQ_00660,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_002,Sliema,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,16.235165969765443,balanced commercial and operational conditions with manageable managerial control needs,36,normal
MAQ_00661,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.542472172642821,treatment line can support commercial push without materially raising team strain,37,normal
MAQ_00662,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.684629865699558,treatment line can support commercial push without materially raising team strain,38,normal
MAQ_00663,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.673972172642824,treatment line can support commercial push without materially raising team strain,39,normal
MAQ_00664,2018-06,2018-06-01,2018-06-30,MLT_OUTLET_002,Sliema,outlet_management,team_stability,protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",protective,stabilize,70.69016985907544,team stability protection is needed to sustain service quality and avoid burnout-driven revenue loss,1,high
MAQ_00665,2018-06,2018-06-01,2018-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,60.70838460244959,treatment line is selling into a tighter capacity environment and should be scaled carefully,2,high
MAQ_00666,2018-06,2018-06-01,2018-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,58.921884602449595,treatment line is selling into a tighter capacity environment and should be scaled carefully,3,high
MAQ_00667,2018-06,2018-06-01,2018-06-30,MLT_OUTLET_001,Valletta,outlet_management,team_stability,protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",protective,stabilize,58.655387299009334,team stability protection is needed to sustain service quality and avoid burnout-driven revenue loss,4,high
MAQ_00668,2018-06,2018-06-01,2018-06-30,MLT_OUTLET_003,St Julians,outlet_management,team_stability,protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",protective,stabilize,58.34084352653982,team stability protection is needed to sustain service quality and avoid burnout-driven revenue loss,5,high
MAQ_00669,2018-06,2018-06-01,2018-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,58.26488460244959,treatment line is selling into a tighter capacity environment and should be scaled carefully,6,high
MAQ_00670,2018-06,2018-06-01,2018-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,57.67988460244959,treatment line is selling into a tighter capacity environment and should be scaled carefully,7,high
MAQ_00671,2018-06,2018-06-01,2018-06-30,MLT_OUTLET_002,Sliema,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,56.76638460244959,treatment line is selling into a tighter capacity environment and should be scaled carefully,8,high
MAQ_00672,2018-06,2018-06-01,2018-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,51.34497394814508,treatment line is selling into a tighter capacity environment and should be scaled carefully,9,normal
MAQ_00673,2018-06,2018-06-01,2018-06-30,MLT_OUTLET_002,Sliema,therapist_coaching,watchlist,watchlist,targeted coaching with schedule and recovery monitoring,protective,stabilize,51.00447988235294,therapist performance pattern is stable with manageable coaching need,10,normal
MAQ_00674,2018-06,2018-06-01,2018-06-30,MLT_OUTLET_002,Sliema,therapist_coaching,watchlist,watchlist,targeted coaching with schedule and recovery monitoring,protective,stabilize,50.0614708,schedule instability is weakening service consistency and operational reliability,11,normal
MAQ_00675,2018-06,2018-06-01,2018-06-30,MLT_OUTLET_001,Valletta,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,48.92847394814508,treatment line is selling into a tighter capacity environment and should be scaled carefully,12,normal
MAQ_00676,2018-06,2018-06-01,2018-06-30,MLT_OUTLET_001,Valletta,therapist_coaching,watchlist,watchlist,targeted coaching with schedule and recovery monitoring,protective,stabilize,48.71118656470588,therapist performance pattern is stable with manageable coaching need,13,normal
MAQ_00677,2018-06,2018-06-01,2018-06-30,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,48.57356522352941,schedule instability is weakening service consistency and operational reliability,14,normal
MAQ_00678,2018-06,2018-06-01,2018-06-30,MLT_OUTLET_003,St Julians,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,47.832379433769304,treatment line is selling into a tighter capacity environment and should be scaled carefully,15,normal
